历史行情.指标排序板块指数 日期:2021-07-28,三 指标:RSI(6,12,24)   EXTRS20(20)   
代码   	名称	 涨幅%	 收盘	成交量	总金额	RSI1	RSI2	RSI3	EXTRS20	
880715	磷概念	-3.23	1769.72		7786590720	36.94	52.27	59.40	0.19	
880505	稀缺资源	-3.24	696.76		67447193600	43.58	56.95	60.38	0.18	
880535	稀土永磁	-3.13	863.18		67965214720	42.68	56.30	60.77	0.17	
880714	氟概念	1.10	2399.89		22758350848	51.33	58.88	62.83	0.13	
880899	钴金属	-3.46	1120.34		47057530880	35.51	50.15	56.21	0.13	
880800	氮化镓	-2.45	1535.35		49309536256	57.33	63.34	65.25	0.11	
880588	绿色照明	-1.65	2518.54		58355924992	53.15	61.69	64.65	0.11	
880975	有机硅	-1.25	1545.65		11152054272	44.80	56.04	61.45	0.10	
880710	种业	-3.88	1518.27		4850073088	41.97	50.34	51.41	0.08	
880534	锂电池	-0.53	2681.32		217155436544	37.82	51.52	59.05	0.07	
880910	草甘膦	-0.69	1863.13		5911300096	40.84	53.82	57.92	0.07	
880521	黄金概念	-4.61	913.08		33462630400	36.18	48.09	51.61	0.07	
880551	涉矿概念	-2.37	1643.03		27726798848	33.79	50.15	56.91	0.06	
880925	特钢	-3.08	1581.47		7570899456	41.75	51.15	54.91	0.06	
880964	特高压	-1.42	1417.05		19723530240	40.40	53.17	58.19	0.05	
880542	水利建设	-1.02	1035.82		6780456960	41.21	52.75	55.08	0.05	
880584	石墨烯	-2.24	1606.20		41094635520	30.69	46.32	54.77	0.05	
880945	OLED概念	-2.41	1547.49		76909641728	42.61	55.12	60.20	0.04	
880716	光刻机	-3.32	2052.96		26547791872	50.51	57.02	59.37	0.04	
880952	芯片	-2.45	1809.84		205722468352	50.10	58.80	61.96	0.04	
880798	超级电容	-3.31	1474.84		19899375616	27.77	44.58	53.85	0.04	
880955	乡村振兴	-1.96	1128.17		6170898432	29.00	44.02	51.65	0.04	
880922	钛金属	-3.31	1396.92		6469319680	34.72	46.47	51.60	0.03	
880544	光伏概念	-1.47	2906.41		163228467200	38.96	51.75	58.45	0.03	
880943	量子科技	-2.62	1040.42		20164206592	33.65	46.57	51.90	0.03	
880729	CRO概念	2.82	1038.52		13785756672	100.00	100.00	100.00	0.03	
880520	智能电网	-2.34	1831.16		47702020096	29.81	44.97	53.63	0.03	
880558	节能	-2.35	2282.39		17028074496	32.81	46.42	53.99	0.02	
880701	国资驰援	-3.61	1290.59		16007663616	28.51	44.69	54.36	0.02	
880713	ETC概念	-3.24	1282.37		12139567104	36.90	49.60	56.05	0.02	
880571	碳纤维	-2.60	1980.25		13937813504	36.62	48.76	52.91	0.02	
880799	数据中心	-1.80	902.20		26524430336	30.21	46.11	52.80	0.02	
880901	信息安全	-2.91	1949.37		30137389056	30.84	44.27	50.26	0.02	
880951	新能源车	-0.50	1522.63		146711707648	33.27	47.30	55.64	0.02	
880582	风能	-1.97	1664.43		49680973824	34.47	48.29	54.39	0.02	
880957	工业互联	-0.90	1550.47		35468447744	41.51	51.14	54.33	0.01	
880902	特斯拉	0.01	3521.51		130446630912	33.52	46.93	55.04	0.01	
880583	充电桩	-2.13	2846.10		55855947776	31.97	46.39	54.78	0.01	
880506	5G概念	-1.40	1806.21		91704213504	39.43	51.44	56.37	0.01	
880909	燃料电池	-2.58	1678.18		52322844672	32.76	45.32	52.65	0.01	
880569	3D打印	-3.34	2263.71		12985339904	32.69	46.69	53.09	0.01	
880587	聚氨酯	-3.18	3974.90		15752283136	20.85	37.51	47.91	0.01	
880536	多晶硅	-1.08	2907.19		27508412416	38.55	50.85	56.69	0.01	
880705	氢能源	-0.70	1062.86		46617350144	31.68	45.88	53.87	0.00	
880974	烟草概念	-2.17	1406.21		4051016192	33.60	46.52	55.39	0.00	
880507	国防军工	-3.71	1541.24		120859901952	31.63	45.45	51.75	0.00	
880581	空气治理	-1.96	2180.18		11818602496	27.01	40.58	48.63	0.00	
880547	电子支付	-2.05	2166.46		18281375744	33.31	45.99	52.39	0.00	
880938	污水处理	-2.07	865.30		23489028096	23.29	37.48	46.63	0.00	
880734	工业气体								0.00	
880733	人脑工程								0.00	
880732	三板精选								0.00	
880731	新材料		973.30		113154138112				0.00	
880730	储能		995.62		86023544832				0.00	
880926	垃圾分类	-2.83	919.14		13867696128	22.04	36.19	45.05	-0.00	
880525	铁路基建	-0.98	1172.61		23958288384	33.61	43.19	47.74	-0.00	
880560	高端装备	-2.70	1516.81		62216351744	33.89	44.96	49.48	-0.01	
880971	降解塑料	-1.90	1145.49		16494210048	27.56	40.87	49.31	-0.01	
880537	核电核能	-1.58	822.20		32438222848	26.87	39.76	46.82	-0.01	
880600	油气改革	-2.40	1048.27		4604345856	28.94	40.24	45.96	-0.01	
880586	土地流转	-3.97	1297.46		10654362624	23.59	36.33	44.86	-0.01	
880711	操作系统	-3.55	1059.48		20544368640	25.99	40.04	48.72	-0.01	
880797	虫害防治	-1.09	1167.76		1940279296	26.28	40.20	47.07	-0.01	
880967	数字货币	-2.18	1205.16		15780297728	25.66	40.36	49.04	-0.01	
880728	航运概念	-1.80	958.53		9942269952	0.00	0.00	0.00	-0.02	
880950	军民融合	-3.90	1030.00		78557364224	29.17	42.28	48.76	-0.02	
880549	可燃冰	-2.48	1212.76		4809489408	27.20	38.47	45.60	-0.02	
880533	物联网	-2.15	1541.36		90096435200	27.97	42.54	51.15	-0.02	
880905	超导概念	-2.65	1509.95		6071763968	23.89	38.13	46.30	-0.02	
880523	黄河三角	-1.56	1551.45		24385650688	18.31	32.84	43.01	-0.03	
880977	BIPV概念	-4.39	1118.29		20158447616	28.50	43.94	53.07	-0.03	
880911	雄安新区	-1.99	1537.08		39710044160	23.51	35.29	43.96	-0.03	
880725	MiniLED	-2.66	953.66		31696220160	0.00	0.00	0.00	-0.03	
880545	云计算	-2.51	2311.03		48802947072	25.60	38.94	46.89	-0.03	
880965	超清视频	-1.31	1911.23		45405986816	31.17	44.06	50.96	-0.03	
880568	生物质能	-2.97	1262.94		8983618560	16.21	30.74	41.15	-0.03	
880930	汽车电子	-2.26	1809.18		68544249856	37.96	47.20	52.56	-0.03	
880516	ST板块	-2.44	1136.78		7900610560	15.90	33.82	49.39	-0.03	
880531	武汉规划	-1.39	1201.69		14917079040	24.83	38.94	47.30	-0.03	
880796	医废处理	-4.68	955.36		2794731776	16.37	30.77	41.05	-0.03	
880940	PPP模式	-2.29	421.01		28825565184	19.10	30.85	39.48	-0.03	
880726	MCU芯片	-3.44	965.40		39198339072	0.00	0.00	0.00	-0.03	
880503	皖江区域	-0.28	1365.48		27944359936	29.65	39.67	46.05	-0.04	
880524	含可转债	-1.09	1570.07		116273463296	21.72	35.01	44.47	-0.04	
880719	地摊经济	-0.72	1259.95		9364185088	26.07	37.99	46.14	-0.04	
880575	地热能	-2.71	1388.81		2448174592	17.52	33.24	44.96	-0.04	
880727	盐湖提锂	-3.90	903.12		24710750208	0.00	0.00	0.00	-0.04	
880580	智能交通	-1.42	3124.76		17369356288	25.59	37.82	45.40	-0.04	
880546	卫星导航	-4.51	2138.27		27750326272	27.59	40.97	48.93	-0.04	
880963	华为概念	-2.55	2193.12		164820090880	22.70	38.40	48.91	-0.04	
880577	安防服务	-1.69	4697.67		29345323008	24.21	37.59	46.57	-0.04	
880916	国产软件	-2.23	1853.32		28344752128	23.04	35.62	45.12	-0.04	
880919	粤港澳	-1.16	1446.28		8787464192	20.37	32.08	41.46	-0.04	
880954	大数据	-1.71	1161.95		68171198464	24.27	36.57	44.93	-0.04	
880540	创投概念	-2.14	1352.00		56573870080	18.17	30.84	40.71	-0.04	
880589	智能穿戴	-1.49	2129.54		57225449472	23.67	38.05	47.32	-0.05	
880530	三网融合	-2.03	840.51		9863851008	15.95	29.64	39.40	-0.05	
880968	胎压监测	-2.72	1494.09		4786836992	19.12	34.44	44.83	-0.05	
880904	智能机器	-1.86	2996.89		45811494912	22.23	36.68	47.20	-0.05	
880553	页岩气	-2.65	1128.25		6726375936	18.16	29.94	39.26	-0.05	
880949	智慧城市	-1.61	775.99		40162820096	22.44	35.30	44.35	-0.05	
880923	赛马概念	-2.08	648.74		1924303360	15.40	26.85	35.48	-0.05	
880942	虚拟现实	-1.49	786.15		48193331200	23.94	36.71	46.08	-0.05	
880594	一带一路	-1.25	1665.99		98984927232	17.10	29.19	40.23	-0.05	
880969	无线耳机	-1.49	1885.69		62587559936	27.64	41.52	50.38	-0.05	
880709	人造肉	-3.01	1138.59		2926421760	9.75	20.65	29.79	-0.05	
880939	无人机	-4.04	656.46		36439949312	22.67	35.74	44.23	-0.05	
880706	分散染料	-1.37	608.51		1806532736	16.43	29.79	38.90	-0.05	
880720	字节跳动	-2.46	714.44		10071154688	14.61	27.26	37.05	-0.06	
880707	透明工厂	-2.44	983.02		3716676864	20.65	34.56	44.60	-0.06	
880917	央企改革	-1.32	1740.03		86510338048	12.86	25.86	38.36	-0.06	
880928	抗流感	0.57	1803.57		23796736000	27.27	36.70	43.43	-0.06	
880912	电商概念	-0.92	1344.35		9930599424	12.32	24.90	36.03	-0.06	
880953	租购同权	-2.34	647.12		3351456256	12.97	24.44	35.10	-0.06	
880501	含H股	0.12	1428.94		121404317696	21.35	29.01	36.57	-0.06	
880944	无人驾驶	-2.81	1521.17		41647808512	25.60	38.04	47.48	-0.06	
880970	分拆预期	0.02	1418.62		77507567616	22.05	33.64	42.39	-0.06	
880724	地下管网	-1.99	932.20		4425666048	0.00	0.00	0.00	-0.07	
880592	互联金融	-2.74	1944.93		18396121088	19.57	30.62	39.82	-0.07	
880528	环渤海	-0.23	1305.16		57704632320	17.51	26.52	35.53	-0.07	
880795	口罩防护	-1.15	1495.08		45331894272	21.58	34.13	44.58	-0.07	
880519	碳交易	-3.42	1210.48		26271580160	16.08	28.60	39.24	-0.07	
880567	海南自贸	-2.49	3144.01		13665317888	9.94	21.26	35.37	-0.07	
880574	苹果概念	-2.58	3368.35		55805009920	15.55	31.72	44.25	-0.07	
880591	上海自贸	-1.12	1769.60		11459844096	10.14	23.53	36.81	-0.07	
880502	含B股	-2.54	1364.37		17485930496	9.82	22.40	34.94	-0.07	
880962	百度概念	-2.91	1110.40		9444279296	20.57	33.09	43.72	-0.07	
880557	生物疫苗	0.66	4144.82		26454278144	25.34	34.06	40.99	-0.08	
880552	金融改革	-1.91	1409.90		15516761088	8.81	20.56	33.91	-0.08	
880717	C2M概念	-0.78	1425.65		8553027584	18.60	30.88	40.62	-0.08	
880921	阿里概念	-1.53	1066.80		24808663040	16.43	26.88	34.86	-0.08	
880513	海峡西岸	0.41	1453.84		23203403776	19.80	29.79	38.65	-0.08	
880906	智能家居	-0.25	2350.79		36467621888	17.43	28.54	37.66	-0.08	
880948	人工智能	-1.70	1227.29		45385199616	19.54	32.73	42.81	-0.08	
880526	长三角	-0.58	1516.07		38825459712	13.62	24.73	34.55	-0.08	
880932	农村金融	-3.29	864.56		8275152896	9.92	21.12	30.51	-0.08	
880920	免疫治疗	0.99	1435.85		9118581760	31.54	38.76	44.84	-0.08	
880585	风沙治理	-2.86	1013.52		1595834368	20.43	33.19	43.40	-0.08	
880794	远程办公	-1.77	1083.74		8636792832	13.31	26.76	37.99	-0.09	
880704	工业大麻	-1.63	708.87		9117837312	11.87	23.51	35.37	-0.09	
880966	消费电子	-2.01	1520.33		40689741824	15.25	32.13	43.86	-0.09	
880961	小米概念	-2.55	1627.44		40931565568	16.83	30.14	41.03	-0.09	
880935	智能电视	-2.28	1141.70		17757401088	16.00	29.41	40.71	-0.09	
880722	鸿蒙概念	-4.20	959.30		16327370752	22.36	33.61	39.37	-0.09	
880929	维生素	-0.72	1500.32		5157488128	12.51	23.24	32.11	-0.09	
880959	知识产权	-3.12	705.07		5218381824	11.30	23.56	34.67	-0.09	
880597	养老概念	-0.25	1096.45		14167093248	7.40	18.45	31.99	-0.09	
880595	民营银行	-1.24	1805.34		23937929216	19.04	27.36	34.14	-0.10	
880946	区块链	-2.57	773.32		63647440896	12.76	23.81	34.97	-0.10	
880913	基因概念	3.24	2978.89		22017890304	33.13	37.05	42.63	-0.10	
880908	在线教育	-0.92	805.64		16035147776	17.38	24.93	33.35	-0.10	
880931	装饰园林	-2.08	801.24		4199784192	13.77	22.96	31.35	-0.10	
880598	博彩概念	-2.99	1540.25		5026038272	9.66	19.52	31.26	-0.10	
880504	长株潭	-0.35	1499.00		19631263744	14.25	27.91	39.25	-0.11	
880529	次新股	-1.45	2385.57		59369840640	12.78	25.35	37.50	-0.11	
880903	水产品	-3.45	577.90		520572800	7.08	18.74	32.09	-0.11	
880791	网红经济	-1.71	866.78		13284524032	5.56	14.84	26.74	-0.11	
880563	食品安全	0.60	2398.91		5884558848	19.14	24.32	33.16	-0.11	
