历史行情.指标排序板块指数 日期:2021-07-23,五 指标:RSI(6,12,24)   EXTRS20(20)   
代码   	名称	 涨幅%	 收盘	成交量	总金额	RSI1	RSI2	RSI3	EXTRS20	
880715	磷概念	1.32	1991.73		9757202432	81.78	79.64	76.51	0.36	
880535	稀土永磁	0.04	929.36		88218468352	86.12	81.25	74.96	0.27	
880975	有机硅	0.59	1665.12		16254446592	82.35	77.07	73.47	0.25	
880505	稀缺资源	0.65	737.36		76926345216	85.97	79.84	72.10	0.24	
880899	钴金属	0.87	1214.82		57155395584	76.84	74.12	71.75	0.24	
880714	氟概念	-0.23	2486.40		22312796160	71.00	69.44	68.92	0.22	
880534	锂电池	-0.55	2876.53		251135655936	70.30	70.91	70.76	0.21	
880800	氮化镓	-0.88	1573.69		46733254656	77.82	73.30	70.50	0.17	
880910	草甘膦	-0.13	1989.22		6800344576	90.54	81.60	72.70	0.16	
880955	乡村振兴	0.12	1248.09		8305786880	92.94	83.61	74.04	0.16	
880588	绿色照明	-0.63	2587.81		65776541696	80.39	76.50	72.76	0.16	
880798	超级电容	-1.52	1590.30		22118111232	60.37	66.26	66.83	0.15	
880974	烟草概念	-2.12	1504.99		3219399168	54.75	60.15	64.77	0.14	
880536	多晶硅	-0.41	3114.64		30020974592	73.53	70.11	67.20	0.13	
880951	新能源车	-0.03	1638.83		168251342848	73.35	70.98	69.41	0.13	
880544	光伏概念	0.39	3106.41		188848816128	82.56	77.49	73.38	0.13	
880584	石墨烯	-0.95	1708.93		48414785536	64.99	67.89	67.88	0.13	
880902	特斯拉	-1.09	3758.59		150550904832	61.26	64.06	65.52	0.12	
880551	涉矿概念	-1.18	1714.17		30981031936	68.16	71.70	68.75	0.12	
880710	种业	1.37	1566.98		5712047616	65.95	62.22	57.04	0.11	
880701	国资驰援	-2.06	1362.44		23089752064	59.65	66.02	67.10	0.11	
880520	智能电网	0.54	1965.08		50071044096	74.78	72.08	69.22	0.11	
880977	BIPV概念	0.90	1241.27		23540500480	80.93	75.92	72.99	0.11	
880521	黄金概念	1.21	964.55		34822696960	80.53	72.00	62.92	0.11	
880583	充电桩	0.36	3052.16		67151163392	77.18	73.40	70.39	0.11	
880587	聚氨酯	-0.83	4340.53		16793913344	56.54	62.42	62.56	0.10	
880952	芯片	0.06	1856.51		184089001984	77.70	70.73	67.81	0.10	
880909	燃料电池	1.20	1809.21		67734876160	84.06	75.80	69.87	0.10	
880925	特钢	2.13	1697.66		10283610112	82.63	74.61	67.61	0.09	
880716	光刻机	-1.11	2103.11		23998597120	71.10	67.15	64.60	0.09	
880705	氢能源	-0.72	1142.62		54522195968	71.83	70.94	68.56	0.09	
880957	工业互联	-0.94	1621.45		38581850112	74.25	69.92	64.02	0.09	
880945	OLED概念	-1.27	1593.71		75778244608	70.28	70.16	68.06	0.09	
880571	碳纤维	-0.92	2081.34		16848214016	70.87	69.39	63.62	0.09	
880964	特高压	-0.06	1462.84		19872235520	86.22	79.41	71.22	0.09	
880922	钛金属	-1.44	1497.02		8041913856	70.41	67.51	62.90	0.08	
880542	水利建设	1.06	1072.42		9692874752	89.88	81.73	69.99	0.08	
