历史行情.指标排序板块指数 日期:2021-07-21,三 指标:RSI(6,12,24)   EXTRS20(20)   
代码   	名称	 涨幅%	 收盘	成交量	总金额	RSI1	RSI2	RSI3	EXTRS20	
880715	磷概念	1.94	1941.82		9894966272	77.97	77.51	75.06	0.33	
880535	稀土永磁	4.52	900.06		72781471744	81.69	78.09	72.53	0.24	
880899	钴金属	3.62	1188.50		44777754624	71.52	71.17	69.70	0.24	
880505	稀缺资源	3.91	722.91		59615215616	82.60	77.52	70.41	0.24	
880977	BIPV概念	2.18	1203.27		21590081536	71.64	70.88	69.92	0.20	
880534	锂电池	4.80	2845.41		226538586112	70.11	70.67	70.57	0.20	
880714	氟概念	4.59	2433.78		19396304896	67.10	67.23	67.62	0.18	
880975	有机硅	3.16	1569.14		11466316800	70.96	70.10	69.20	0.18	
880536	多晶硅	4.86	3072.87		30292273152	72.57	69.09	66.45	0.18	
880974	烟草概念	3.25	1533.62		4054217984	63.07	65.06	68.06	0.18	
880798	超级电容	2.74	1629.36		23604248576	79.43	76.11	72.05	0.17	
880910	草甘膦	1.32	1939.10		5375711744	88.73	78.75	70.24	0.16	
880587	聚氨酯	1.60	4344.55		16117948416	59.99	64.36	63.45	0.14	
880902	特斯拉	3.90	3761.89		140104187904	65.25	66.09	66.66	0.13	
880955	乡村振兴	1.75	1220.08		7766560256	89.87	80.41	71.49	0.13	
880588	绿色照明	3.16	2534.42		66713645056	81.44	75.85	71.88	0.13	
880584	石墨烯	2.34	1699.41		36247117824	68.01	69.41	68.60	0.13	
880951	新能源车	4.16	1623.15		160286523392	70.69	69.44	68.52	0.12	
880705	氢能源	2.70	1137.55		55049748480	75.92	72.48	69.12	0.12	
880551	涉矿概念	1.61	1714.02		23860447232	79.84	77.32	71.08	0.12	
880544	光伏概念	3.70	3029.60		175002812416	76.68	73.57	70.85	0.12	
880520	智能电网	2.64	1949.24		46057635840	71.50	70.39	68.25	0.11	
880571	碳纤维	2.04	2039.88		14855702528	69.83	67.75	61.76	0.11	
880701	国资驰援	1.60	1389.30		25185419264	84.69	77.72	72.93	0.11	
880905	超导概念	1.63	1672.96		6966820864	79.83	74.28	67.66	0.11	
880800	氮化镓	4.64	1508.30		48587280384	74.95	70.14	68.26	0.10	
880583	充电桩	3.18	3009.11		58923712512	72.50	70.65	68.76	0.10	
880521	黄金概念	1.63	937.04		24465104896	69.58	65.13	58.78	0.10	
880964	特高压	1.83	1462.00		18239223808	87.18	79.68	71.27	0.10	
880922	钛金属	2.70	1497.52		7658039808	80.57	71.15	64.20	0.10	
880909	燃料电池	3.38	1774.70		58978631680	78.37	71.76	67.34	0.08	
880710	种业	1.02	1549.29		3758678272	61.65	59.88	55.61	0.08	
880577	安防服务	3.48	5157.39		33951465472	80.73	71.31	65.72	0.08	
880558	节能	1.57	2374.42		20625006592	79.75	74.64	68.44	0.08	
880945	OLED概念	2.22	1572.59		64686096384	76.71	72.03	68.42	0.07	
880928	抗流感	1.62	2003.07		29396869120	86.71	71.43	61.86	0.07	
880971	降解塑料	1.42	1205.43		14914926592	64.83	65.92	63.52	0.07	
880952	芯片	3.21	1817.84		171671175168	71.44	66.91	65.62	0.07	
880957	工业互联	2.58	1598.77		37057359872	78.41	70.09	63.16	0.07	
880557	生物疫苗	2.12	4707.57		36442902528	86.23	70.10	60.14	0.07	
880926	垃圾分类	1.83	988.30		17268547584	75.90	72.03	66.06	0.07	
880965	超清视频	2.49	2014.27		46869114880	79.96	69.91	64.12	0.06	
880901	信息安全	1.54	2079.33		30713532416	71.85	67.42	62.78	0.06	
880925	特钢	1.99	1600.58		6062648832	67.27	64.11	61.03	0.06	
880542	水利建设	1.40	1053.83		5238679040	83.99	76.55	65.79	0.06	
880523	黄河三角	1.11	1664.00		22532939776	61.04	61.78	59.55	0.06	
880600	油气改革	1.08	1103.41		4694647296	57.80	57.70	54.93	0.06	
880938	污水处理	1.92	918.59		28708941824	71.32	69.55	65.81	0.06	
880713	ETC概念	1.45	1338.53		12500579328	75.80	68.88	66.05	0.06	
880580	智能交通	2.84	3362.62		19304622080	81.41	70.52	63.43	0.06	
880920	免疫治疗	3.74	1631.15		14433209344	84.11	70.05	63.03	0.06	
880582	风能	2.00	1713.87		43716259840	72.54	69.79	65.28	0.05	
880581	空气治理	2.64	2330.49		12354195456	80.01	71.59	65.80	0.05	
880943	量子科技	1.34	1082.47		11942671360	77.92	69.66	63.12	0.05	
880711	操作系统	1.74	1149.33		23023552512	74.56	67.68	63.77	0.05	
880799	数据中心	1.19	935.79		26993055744	80.36	72.47	65.40	0.05	
880716	光刻机	3.17	2029.68		18917597184	66.01	62.75	61.77	0.05	
880796	医废处理	1.59	1048.30		3228642048	62.88	63.23	61.07	0.05	
880586	土地流转	2.18	1393.19		9579231232	69.89	66.11	62.99	0.05	
880954	大数据	2.57	1251.54		75402321920	73.21	66.14	61.69	0.05	
880503	皖江区域	2.66	1451.75		23884132352	73.51	66.87	62.11	0.04	
