1C,换班时，查看各岗位的交接班记录，确认签字,,D,1,1,保安负责人,保安负责人
1B,每天至少4次，查看岗位纪律、人员形象、岗位环境,,D,1,1,保安负责人,保安负责人
1B,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,保安负责人,保安负责人
1B,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（每4小时一次）,,D,1,1,保安负责人,保安负责人
1C,对装修户数每日至少巡查2次，发现异常记录并上报,,D,1,1,保安负责人,保安负责人
1C,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（每4小时一次）,,D,1,1,保安负责人,保安负责人
1B,每周组织一次员工培训,,W,1,7,保安负责人,保安负责人
1C,对门禁、监控探头、围墙、道闸进行一次检查,,M,1,31,保安负责人,保安负责人
1A,每月28日前提交《月工作总结及计划》至项目经理,,M,1,31,保安负责人,保安负责人
1A,月度资料整理并汇总岗位车辆信息、入住率信息，每月交予业主服务中心更新一次（每月最后一周）,,M,1,31,保安负责人,保安负责人
1B,消防栓巡查并进行保养并记录(全部覆盖),,M,1,31,保安负责人,保安负责人
1B,半年一次消防演练，如：灭火器的使用，火警步骤,,Y,101,1231,保安负责人,保安负责人
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,小区布点部位（重点商铺、车场巡逻）巡逻，发现异常并上报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1B,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,小区布点部位（重点商铺、车场巡逻）巡逻，发现异常并上报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1B,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1B,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中，物品放行登记在《物品放行条》中,,D,1,1,门岗,门岗
1C,小区布点部位（重点商铺、车场巡逻）巡逻，发现异常并上报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1B,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（至少巡逻2次，间隔时间至少1小时）,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,监控室内及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,监控岗,监控岗
1C,监控设备检查交接，发现异常记录并告知上级,,D,1,1,监控岗,监控岗
1A,物品及未完成事宜进行确认，签字移交，发现异常记录及时上报,,D,1,1,监控岗,监控岗
1A,监控室内进出人员必须登记在《监控人员进出登记表》中,,D,1,1,监控岗,监控岗
1B,监控设备进行大扫除,,M,1,31,监控岗,监控岗
1B,监控室内及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,监控岗,监控岗
1C,监控设备检查交接，发现异常记录并告知上级,,D,1,1,监控岗,监控岗
1A,物品及未完成事宜进行确认，签字移交，发现异常记录及时上报,,D,1,1,监控岗,监控岗
1A,监控室内进出人员必须登记在《监控人员进出登记表》中,,D,1,1,监控岗,监控岗
1B,监控设备进行大扫除,,M,1,31,监控岗,监控岗
1C,每日抽查4名驻场服务人员的工作着装、形象和岗位纪律,,D,1,1,项目负责人,项目负责人
1C,每天对园区及外围进行巡查，巡查内容包括：1.【保洁】多个单元、园区及外围的卫生情况；2.【绿化】无病虫害、无杂草、无鼠洞、无枯死、定期修剪；3.【安全】出入口、人员安全、车辆安全、环境安全、消防安全等；4.【设施设备】包括但不限于电梯、照明、给水排水设施、供配电设施等，是否缺失、损坏、是否有管理痕迹；5.【装修】无违规装修,,D,1,1,项目负责人,项目负责人
1C,抽查至少3个设备房和设备间,,W,1,7,项目负责人,项目负责人
1C,抽查至少3台电梯及电梯机房,,W,1,7,项目负责人,项目负责人
1C,抽查绿化养护标准（可分区域和编号）,,W,1,7,项目负责人,项目负责人
1C,抽查监控中心管理,,W,1,7,项目负责人,项目负责人
1C,抽查至少2个单元的楼道和屋顶（设备、清洁、安管）巡查情况,,W,1,7,项目负责人,项目负责人
1C,抽查至少2次地下车场（设备、清洁、安管）巡查情况,,W,1,7,项目负责人,项目负责人
1C,每周1次对供应商人员上班人数进行抽查,,W,1,7,项目负责人,项目负责人
1C,每月至少组织1次培训,,M,1,31,项目负责人,项目负责人
1A,拟定并提交月资金使用计划和物料采购计划（本月提交下个月计划，每月25日前）,,M,1,31,项目负责人,项目负责人
1A,拟定并提交月度排班（每月28日前）,,M,1,31,项目负责人,项目负责人
1A,制定APP内月度公示资料，APP和小区公告栏公示上月总结和本月计划（每月5号),,M,1,31,项目负责人,项目负责人
1A,提交月度上月工作总结及本月计划（每月5号）,,M,1,31,项目负责人,项目负责人
1A,拟定并提交上月度收费进度与分析（每月5号）,,M,1,31,项目负责人,项目负责人
1A,拟定并提交上月度财务收支报表（每月5号）,,M,1,31,项目负责人,项目负责人
1A,小区公告栏内公示上月财务收支报表(每月5号）,,M,1,31,项目负责人,项目负责人
1C,例行夜查（每月2次）,,M,1,31,项目负责人,项目负责人
1A,专题会议（投诉、报修、表扬、物业费分析）,,M,1,31,项目负责人,项目负责人
1B,下班前查看是否有遗留未完成，有待交接事宜（今日无遗留同样提交，标注无遗留）,,D,1,1,前台客服,前台客服
1A,财务收费日报，发送项目经理及财务,,D,1,1,前台客服,前台客服
1C,每天至少抽查3个单元及园区道路；抽查内容：清洁卫生、门禁关闭、违章停车和垃圾堆放（绿化、装修）、公共报修、装修巡查、电梯运行、各岗位值岗、垃圾房等,,D,1,1,前台客服,前台客服
1A,财务收费周报，发送项目经理及财务（上周四到本周四）,,W,1,7,前台客服,前台客服
1A,档案整理（租户资料、业主资料、装修资料等，装订成册），并放置业委会资料存档,,M,1,31,前台客服,前台客服
1A,物品放行条、通知通告的归档,,M,1,31,前台客服,前台客服
1A,报修遗留未完成情况汇总，上报项目经理,,M,1,31,前台客服,前台客服
1A,财务系统账务核对,,M,1,31,前台客服,前台客服
1B,下班前查看是否有遗留未完成，有待交接事宜（今日无遗留同样提交，标注无遗留）,,D,1,1,前台客服,前台客服
1B,查看是否有预约需要将快递放置快递柜（或指定）地点情况,,D,1,1,前台客服,前台客服
1C,巡查30分钟，抽查1个单元及园区道路、地下停车场；抽查内容：清洁卫生、门禁关闭、违章停车和垃圾堆放、公共报修、电梯运行、各岗位值岗等,,D,1,1,前台客服,前台客服
1C,每月2次进行包裹清点，处理异常包裹,,M,1,31,前台客服,前台客服
1A,每月28日前提交《月度总结及计划》至项目经理,,M,1,31,前台客服,前台客服
1A,月度催费业主反馈问题汇总，上报项目经理,,M,1,31,前台客服,前台客服
1B,当日未完成事宜确认，签字移交,,D,1,1,工程,工程
1C,门禁公共设施设备检查并记录,,W,1,7,工程,工程
1C,道闸公共设施设备检查并记录,,W,1,7,工程,工程
1C,配电间巡查并记录,,W,1,7,工程,工程
1C,消防泵房检查并记录,,W,1,7,工程,工程
1C,检查1-6所有单元所有楼层的楼道照明及指示牌情况,,M,1,31,工程,工程
1C,排污井每月检查一次，并记录，所有排水泵、排水沟每月排查一次，并记录,,M,1,31,工程,工程
1A,每月28日前提交《月度总结及计划》至项目经理,,M,1,31,工程,工程
1C,消防运行点实验，每月检查一次，并记录,,M,1,31,工程,工程
1C,消防一个月保养一次,,M,1,31,工程,工程
1C,避雷设施检查并记录,,Y,101,1231,工程,工程
1C,当日未完成事宜确认，签字移交,,D,1,1,工程,工程
1C,消防泵及生活水泵房、主机控制柜、泵体、管道、储压罐、报警系统、排水泵、等是否正常运行，是否存在安全隐患；,,D,1,1,工程,工程
1C,道路路面进行检查并记录,,W,1,7,工程,工程
1C,园区指示牌检查并记录,,W,1,7,工程,工程
1C,监控、摄像头公共设施设备检查并记录,,W,1,7,工程,工程
1C,公共区域设备异常（包括安全隐患）记录并报修,,W,1,7,工程,工程
1C,二次供水保养,,W,1,7,工程,工程
1C,检查7-9所有单元所有楼层的楼道照明及指示牌情况,,M,1,31,工程,工程
1C,弱电设备（门禁、道闸、监控）月度保养一次,,M,1,31,工程,工程
1C,公共照明一月一次进行保养,,M,1,31,工程,工程
1C,园区木制品、铁制品保养一年两次,,Y,101,1231,工程,工程
1A,每月28日前工作日提交《月度总结及工作计划》（包含保养计划）至项目经理，并根据计划时间进行保养,,M,1,31,外部维修商,外部维修商
1B,每月2次/部电梯进行维护保养（包含电梯机房的整理，保证整洁、干净、无明显灰尘，无杂物及烟头）,,M,1,31,外部维修商,外部维修商
1B,电梯轿箱顶： 每月除尘、杂物一次,,M,1,31,外部维修商,外部维修商
1C,每月检查一次电梯轿厢内标识粘贴是否完整且清晰（有效期内的检验合格标志，电梯安全使用须知，维保单位名称和电话，严禁推门、扒门警告标志）及轿厢内是否存在小广告及牛皮癣（发现上报并有记录）,,M,1,31,外部维修商,外部维修商
1C,每年对每部电梯进行检测,,Y,101,1231,外部维修商,外部维修商
1C,每日检查生活垃圾清运、绿化垃圾清运现场情况，对现场情况有评定，卫生不合格情况有处理，并有处理前后对比照上传,,D,1,1,保洁负责人,保洁负责人
1B,每日抽查所有驻场人员的工作着装、形象和岗位纪律，发现异常有纠正措施，并有纠正前后对比照上传,,D,1,1,保洁负责人,保洁负责人
1C,每日至少2次巡查车库（包含自行车库）、商铺和公共道路清洁卫生情况，对现场情况有评定，卫生不合格情况有处理，并有处理前后对比照上传,,D,1,1,保洁负责人,保洁负责人
1B,每日巡查所有单元卫生情况，对现场情况有评定，卫生不合格情况有处理，并有处理前后对比照上传,,D,1,1,保洁负责人,保洁负责人
1B,垃圾房地面、墙面：清洁剂大清洁,,W,1,7,保洁负责人,保洁负责人
1B,垃圾车冲洗,,W,1,7,保洁负责人,保洁负责人
1B,电梯门槽：门槽刷缝、吸尘,,W,1,7,保洁负责人,保洁负责人
1B,公共卫生间地面/墙面/门：大清洁，冲洗,,W,1,7,保洁负责人,保洁负责人
1B,垃圾桶：清洗二次,,W,1,7,保洁负责人,保洁负责人
1B,消防通道扶手、护栏/楼道开关:每周配合清洁剂擦抹一次,,W,1,7,保洁负责人,保洁负责人
1A,每月28日前提交《月度总结及工作计划》至项目经理，并将项目经理签字确认版本拍照上传,,M,1,31,保洁负责人,保洁负责人
1B,每月至少1次，驻场人员的培训，所上传照片有现场培训图片,,M,1,31,保洁负责人,保洁负责人
1B,大厅可视器：清抹一次,,M,1,31,保洁负责人,保洁负责人
1B,玻璃门窗：用玻璃清洁剂刮洗（大厅、办公室）,,M,1,31,保洁负责人,保洁负责人
1B,大厅地面：用清洁剂大清洁一次，清理边角,,M,1,31,保洁负责人,保洁负责人
1B,天花顶部：蜘蛛网清理一次,,M,1,31,保洁负责人,保洁负责人
1B,电梯不锈钢：不锈钢保养剂清洁,,M,1,31,保洁负责人,保洁负责人
1B,楼层消防防火门：清洁一次,,M,1,31,保洁负责人,保洁负责人
1B,楼层消防设备：清洁一次,,M,1,31,保洁负责人,保洁负责人
1B,屋顶天台排水沟：清理一次,,M,1,31,保洁负责人,保洁负责人
1B,地下室防火门、窗：擦拭一次,,M,1,31,保洁负责人,保洁负责人
1B,地下室排水沟：清理一次,,M,1,31,保洁负责人,保洁负责人
1B,垃圾房垃圾桶/下水管道：消毒冲洗一次,,M,1,31,保洁负责人,保洁负责人
1B,绿化带:清扫一次，清理杂物,,M,1,31,保洁负责人,保洁负责人
1B,道路地面：冲洗一次,,M,1,31,保洁负责人,保洁负责人
1B,景观水系:清洗一次,,M,1,31,保洁负责人,保洁负责人
1B,楼宇排风扇:除尘一次,,M,1,31,保洁负责人,保洁负责人
1B,地下室地面：拖洗一次,,Y,101,1231,保洁负责人,保洁负责人
1B,地下室地面：拖洗一次,,Y,101,1231,保洁负责人,保洁负责人
1B,地下室管道设施：清扫一次,,Y,101,1231,保洁负责人,保洁负责人
1B,地下室管道设施：清扫一次,,Y,101,1231,保洁负责人,保洁负责人
1B,地下室管道设施：清扫一次,,Y,101,1231,保洁负责人,保洁负责人
1B,雨棚：清扫一次,,Y,101,1231,保洁负责人,保洁负责人
1B,电梯按钮：消毒一次,,Y,101,1231,保洁负责人,保洁负责人
1B,楼宇窗户：擦洗一次,,Y,101,1231,保洁负责人,保洁负责人
1B,信报箱、设备箱：用不锈钢清洁剂保养,,Y,101,1231,保洁负责人,保洁负责人
1B,车库天花：蜘蛛网清理,,W,1,7,保洁负责人,保洁负责人
1B,车库消防设备、道闸设备：清洁一次,,W,1,7,保洁负责人,保洁负责人
1B,拖把池：每周冲洗一次,,W,1,7,保洁负责人,保洁负责人
1B,路面路灯、指示牌：清洁一次,,W,1,7,保洁负责人,保洁负责人
1C,每日抽查保洁3个单元的卫生情况，及楼道生活垃圾、建筑垃圾堆放情况,,D,1,1,项目负责人,项目负责人
1B,每日抽查4名驻场服务人员的工作着装、形象和岗位纪律,,D,1,1,项目负责人,项目负责人
1C,每天巡查一次小区各出入口（人、车出入口），地下车库出入口，公共道路情况,,D,1,1,项目负责人,项目负责人
1C,园区道路内(包含车库）建筑垃圾、生活垃圾、垃圾房、绿化垃圾堆放点进行巡查,,D,1,1,项目负责人,项目负责人
1C,抽查至少3个设备房和设备间,,W,1,7,项目负责人,项目负责人
1C,抽查至少3台电梯及电梯机房,,W,1,7,项目负责人,项目负责人
1C,抽查绿化养护标准（可分区域和编号）,,W,1,7,项目负责人,项目负责人
1C,抽查监控中心管理,,W,1,7,项目负责人,项目负责人
1C,抽查至少2个单元的楼道和屋顶（设备、清洁、安管）巡查情况,,W,1,7,项目负责人,项目负责人
1C,抽查至少2次地下车场（设备、清洁、安管）巡查情况,,W,1,7,项目负责人,项目负责人
1C,每周1次对供应商人员上班人数进行抽查,,W,1,7,项目负责人,项目负责人
1A,每月至少组织1次培训,,M,1,31,项目负责人,项目负责人
1A,小区公告栏内公示上月财务收支报表(每月5号）,,M,1,31,项目负责人,项目负责人
1C,例行夜查（每月2次）,,M,1,31,项目负责人,项目负责人
1A,专题会议（投诉、报修、表扬、物业费分析）,,M,1,31,项目负责人,项目负责人
1A,每月最后一个工作日提交《月度总结及计划》至项目经理,,M,1,31,绿化负责人,绿化负责人
1C,草坪及灌木之间进行养护沟处理，确保排气透气，美观大方,,W,1,7,绿化负责人,绿化负责人
1C,每日检查园区，对绿化进行修剪,,D,1,1,绿化负责人,绿化负责人
1B,病虫害防治：小区进行杀虫,,M,1,31,绿化负责人,绿化负责人
1B,淋水：保持植物生理需水，无枯黄现象发生,,W,1,7,绿化负责人,绿化负责人
1B,对绿化带内杂草进行清理,,D,1,1,绿化负责人,绿化负责人
1B,绿化补种,,M,1,31,绿化负责人,绿化负责人
