1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,2,1
12,2,2
13,2,3
14,2,4
15,2,5
16,2,6
17,2,7
18,2,8
19,2,9
20,2,10
21,5,1
22,5,2
23,5,3
24,5,4
25,5,5
26,5,6
27,5,7
28,5,8
29,5,9
30,5,10
31,9,1
32,9,2
33,9,3
34,9,4
35,9,5
36,9,6
37,9,7
38,9,8
39,9,9
40,9,10
41,10,1
42,10,2
43,10,3
44,10,4
45,10,5
46,10,6
47,10,7
48,10,8
49,10,9
50,10,10
51,11,1
52,11,2
53,11,3
54,11,4
55,11,5
56,11,6
57,11,7
58,11,8
59,11,9
60,11,10
61,12,1
62,12,2
63,12,3
64,12,4
65,12,5
66,12,6
67,12,7
68,12,8
69,12,9
70,12,10
71,13,1
72,13,2
73,13,3
74,13,4
75,13,5
76,13,6
77,13,7
78,13,8
79,13,9
80,13,10
81,14,1
82,14,2
83,14,3
84,14,4
85,14,5
86,14,6
87,14,7
88,14,8
89,14,9
90,14,10
91,15,1
92,15,2
93,15,3
94,15,4
95,15,5
96,15,6
97,15,7
98,15,8
99,15,9
100,15,10
101,16,1
102,16,2
103,16,3
104,16,4
105,16,5
106,16,6
107,16,7
108,16,8
109,16,9
110,16,10
111,17,1
112,17,2
113,17,3
114,17,4
115,17,5
116,17,6
117,17,7
118,17,8
119,17,9
120,17,10
121,18,1
122,18,2
123,18,3
124,18,4
125,18,5
126,18,6
127,18,7
128,18,8
129,18,9
130,18,10
131,19,1
132,19,2
133,19,3
134,19,4
135,19,5
136,19,6
137,19,7
138,19,8
139,19,9
140,19,10
141,20,1
142,20,2
143,20,3
144,20,4
145,20,5
146,20,6
147,20,7
148,20,8
149,20,9
150,20,10
151,21,1
152,21,2
153,21,3
154,21,4
155,21,5
156,21,6
157,21,7
158,21,8
159,21,9
160,21,10
161,22,1
162,22,2
163,22,3
164,22,4
165,22,5
166,22,6
167,22,7
168,22,8
169,22,9
170,22,10
